Nombre,Categoría,Calificación,Número de Opiniones,Dirección,Latitud,Longitud,Imagen
Deluca Panaderia  Deli Tijuana,repostería,4.7,18,"Calle Misión De Santo Tomás 2951, Tijuana, BC 22010",32.5193065,-117.0092493,https://tb-static.uber.com/prod/image-proc/processed_images/c92b8e6417844c00c947427411a4f861/f8403c421bef668ad381b5e82e546060.webp
Hot Dogs Estilo Cd Obregón  El Salado Tijuana,americana,4.1,43,"Avenida Paseo Del Guaycura 19919, Tijuana, BC 22214",32.5084469,-116.9194192,https://tb-static.uber.com/prod/image-proc/processed_images/6066ec6ec49eb010b443805b4064a028/f8403c421bef668ad381b5e82e546060.webp
Pockets Billiards Wings  Beer  Plaza Monarca ,alitas,4.3,600+,"18561 Boulevard Manuel J. Clouthier, Tijuana, Baja California 22250",32.4868129,-116.9431798,https://tb-static.uber.com/prod/image-proc/processed_images/b64a0d64d805de0b487c7c7b39ff96c6/f8403c421bef668ad381b5e82e546060.jpeg
Pollo Feliz 5y10,americana,4.2,330+,"Blvd. Diaz Ordaz 151, Tijuana, Baja California 22117",32.4985072,-116.9660302,https://tb-static.uber.com/prod/image-proc/processed_images/1a85762378594d7d88c46deb0742f2a0/820883a48567670acbd720bc76391291.jpeg
Pollos guamuchil casa blanca el original,alitas,4.3,600+,"Blvd. Casa Blanca, Matamoros Norte-Centro-Sur, Las Misiones, Local 6, Tijuana, BC 22215",,,https://tb-static.uber.com/prod/image-proc/processed_images/c0703db14f578fcaa755d555d5f55756/a70f5c9df440d10213e93244e9eb7cad.jpeg
Tacos de Canasta  DON DAVID,mexicana,4.7,"1,000+","Calle Antonio Plaza 4480, 4512, Tijuana, BC 22536",32.5236407,-117.07809,https://tb-static.uber.com/prod/image-proc/processed_images/5cf2e62dbdf031c59371f2f40df8f59b/820883a48567670acbd720bc76391291.jpeg
Casa Florentina FG Alameda Otay,cafetería,4.7,700+,"Rampa Aeropuerto 16000, La Pechuga, 22425 Tijuana, B.C., México, B.C. 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/562f2dba293c250930172bf1c128a575/9b3aae4cf90f897799a5ed357d60e09d.jpeg
911 Cafetería ,cafetería,4.6,110+,"Blvd Fundadores Fundadores 2350 Juárez 220440, 22040 Tijuana, B.C., Piso, BC 22040",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/2283f2a808bdbd0a5b821d2f8abf9583/69ad85cd7b39888042b3bbf1c22d630d.webp
Roscos  Jumbo Dogs  Burgers,americana,4.7,"2,000+","Calle Alba Roja 13610, Real Del Monte, Tijuana, Baja California 22106",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/8d1998f1e6c300b28faba660c3b1f68b/f8403c421bef668ad381b5e82e546060.jpeg
Green  Healthy Tijuana,ensaladas,4.6,67,"17204 Rincón Del Laurel, Tijuana, LATAM 22457",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/9a23b30decb88da57c3d48f348f6998c/9b3aae4cf90f897799a5ed357d60e09d.webp
Tuttidonas Tijuana,dessert,4.4,290+,"Centro Comercial Esperanza, Calle Brasil 8851 Y, Av. Colima, Col. Madero (Cacho), 22040 Tijuana, B.C., Mexico, ",19.24997,-103.72714,https://tb-static.uber.com/prod/image-proc/processed_images/1d9934cc3645d7b98116f9897eb3d107/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Chancho Chicharroneria,mexicana,4.6,340+,"Avenida Hipódromo 4404, Tijuana, Baja California 22020",32.5079217,-116.9993781,https://tb-static.uber.com/prod/image-proc/processed_images/1fa4811db5cdc14e387715829af93ee8/7835428b286acb57646a256c897c0e9e.jpeg
TJ Buzz Coffee  Crepes Co,americana,4.8,500+,"Blvd Diaz Ordaz 10300 Local 4 Col, Jardines De La Mesa, 22126 Tijuana, B.C., México, B.C. 22170",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/df1360a84b07d42d19b4ca201d6f2441/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Mr Albahaca Zona rio,ensaladas,3.5,39,"Av Misión De Loreto 2993, Dentro De Flou Padel, Tijuana, BC 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/e17937fba65712bf97380ed84b8d5282/7835428b286acb57646a256c897c0e9e.jpeg
Minute Cake n Bake,americana,4.4,140+,"Boulevard Agua Caliente 13251, Tijuana, BC 22106",32.5129782,-117.0064501,https://tb-static.uber.com/prod/image-proc/processed_images/40af14f90c04d8a2918ee1c2e2da24f8/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Botanas Preparadas,mexicana,4.2,900+,"Paseo Sorrentino 6444 L5, Santa Fe 5 Sección, Tijuana, LATAM 22664",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/d802d6c25aec20fc87488d20c6001e86/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Mariscos Don Timón Mar y Tierra,carne,4.1,50,"Boulevard Alberto Limón Padilla 18280, Local 15 , Tijuana, BC 22436",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/31d8431560be8f2df86d046da6801998/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Pollo Feliz Mariano Matamoros,americana,4.7,49,"Ruta Independencia 12091, Tijuana, Baja California 22206",32.4853,-116.8792,https://tb-static.uber.com/prod/image-proc/processed_images/b13bb5651786844b9e1eb5d9e1887eb1/f8403c421bef668ad381b5e82e546060.jpeg
Birria La Mejor Abierto 24 HR Av Brasil,mexicana,4.1,600+,"Avenida Brasil 530, Tijuana, BC 22040",32.5219175,-117.0267967,https://tb-static.uber.com/prod/image-proc/processed_images/fca7aad8f5d00126ee32e5fbccd13445/a70f5c9df440d10213e93244e9eb7cad.jpeg
ANTOJITOS MEXICANOS JALNAY,mexicana,4.5,190+,"Avenida Paseo Del Rubí 3190, Tijuana, BC 22637",31.6201,-116.3625,https://tb-static.uber.com/prod/image-proc/processed_images/c02aac0f3ba35ca7f0b3b2e607cd6b72/69ad85cd7b39888042b3bbf1c22d630d.webp
Douglas Burgers,americana,4.8,50,"Calzada Tecnologico 15300 Int 516, Segundo Piso, Tijuana, BC 22420",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4785b32a9b304ac192866019686d02cb/69ad85cd7b39888042b3bbf1c22d630d.webp
Dairy Queen Pajaritas,comida rápida,4.8,340+,"Calle Oriente 7002, TIJUANA, LATAM 22420",32.4353575,-117.0157984,https://tb-static.uber.com/prod/image-proc/processed_images/fb7b9326be1a1dfacfbccc2670dfe485/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
LULI DELI BAR,americana,4.6,210+,"Boulevard Agua Caliente 11999, 1 Er Piso, 123, Tijuana, LATAM 22024",32.509731,-116.9951051,https://tb-static.uber.com/prod/image-proc/processed_images/bd75090130a59317d6a5ee483e3724ff/61e8d264e9409914f90881b13f54d0ac.jpeg
Thrifty Ice Cream Plaza Alameda,ice cream & frozen yogurt,4.9,220+,"Plaza Alameda Otay, La Pechuga, Tijuana, Baja California, México, ",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/0606424bb841244e7c46a93e9555865e/9ba9ffab5f885fc3dac87838b3357014.jpeg
Mr Chicken Tj,americana,4.6,18,"Avenida Diego Rivera 9, Tijuana, BC 22010",32.537651,-117.0034977,https://tb-static.uber.com/prod/image-proc/processed_images/af746a371f2d2dcce784e80e65ecfc94/69ad85cd7b39888042b3bbf1c22d630d.webp
Fish House Poke,ambiente familiar,4.6,900+,"Paseo Playas De Tijuana 1371, \N, Baja California 22206",32.4853,-116.8792,https://tb-static.uber.com/prod/image-proc/processed_images/bc251d135141e67b766363d5154e31be/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Mariscos El Angel Suc Calete Tijuana,pescados y mariscos,4.0,130+,"Avenida De Los Olivos 3292 Colonia Neidhart , Tijuana, BC 3292",32.5144178,-117.0148584,https://tb-static.uber.com/prod/image-proc/processed_images/ba9f33ff13df32c1c2fadbb55d3756cc/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Burger King Plaza Río Tijuana,americana,4.3,"2,000+","Av, Paseo De Los Héroes # 96, Zona Urbana Rio Tijuana, 22320 Tijuana, B.C., México, 22010",32.55668,-117.12865,https://tb-static.uber.com/prod/image-proc/processed_images/bd3cd3553ef84bbdf3fece6afb1efcef/63d18745892c100be9e4ef3c560c9204.jpeg
Sushi Koi Río,japonesa,4.0,290+,"Av. Independencia 1118, Tijuana, Baja California 22010",32.5331711,-117.0193304,https://tb-static.uber.com/prod/image-proc/processed_images/96d2330f976a888f284b5115a0d32aa4/fb86662148be855d931b37d6c1e5fcbe.jpeg
Baja BBQ Pit Playas,americana,3.8,57,"795d Paseo Ensenada, Tijuana, LATAM 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/ced54dbb378501490e7db4bccf760175/a70f5c9df440d10213e93244e9eb7cad.jpeg
Kona Sushi,japonesa,4.0,12,"Avenida De Las Américas 4370, Tijuana, BC 22106",32.5032789,-117.0030078,https://tb-static.uber.com/prod/image-proc/processed_images/e9b2270e060e1791af3fb3036300d88e/9b3aae4cf90f897799a5ed357d60e09d.webp
Patisserie Athenea Coffee  Tea Shop,cafetería,4.6,65,"Boulevard Agua Caliente 10594, 20 A, Tijuana, BC 22014",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/0a675f7679c5c9af6105dcd6792c6611/f8403c421bef668ad381b5e82e546060.jpeg
Cinemex Tijuana Pacifico,americana,4.6,250+,"Libramiento Oriente No. 7501 Parque Industrial Pacifico, Tijuana, Baja California 22643",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1592bcf821bffc1df745bfe76c2e0818/7835428b286acb57646a256c897c0e9e.jpeg
Cinemex Tijuana Pavilion,americana,4.4,290+," Paseo Héroes #9111, Esq. General M. Márquez, Zona Rio,, Piso 3, Tijuana, BC 22320",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1592bcf821bffc1df745bfe76c2e0818/7835428b286acb57646a256c897c0e9e.jpeg
Circle K  Tij Cucapah 1997,convenience store with alcohol,4.8,"1,500+","Ave. Ojo De Agua Entre Blvd. Cucapah Y Calle Santo Tomas 20404, Tijuana, 22206",,,https://tb-static.uber.com/prod/image-proc/processed_images/8ecebb2cdfcfc519239d0f199183671f/7835428b286acb57646a256c897c0e9e.jpeg
Beel Café,americana,4.8,48,"1851 Itr De Tijuana, LATAM 22430",32.0499,-115.9773,https://tb-static.uber.com/prod/image-proc/processed_images/292dc42647dbc3dc608e010b25d8fa1b/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Cafe Crepas Y Mas Tijuana,americana,4.5,24,"Paseo Playas De Tijuana 2569, Costa Hermosa, A Un Costado De Tacos El Frances, BC 22506",51.5,10.5,https://tb-static.uber.com/prod/image-proc/processed_images/9a420a4a3e86152128d31a11ff40278a/f8403c421bef668ad381b5e82e546060.jpeg
Restaurante Shun Fu,asiática fusión,4.6,470+,"Boulevard De Las Bellas Artes 19213, 8, Tijuana, BC 22436",32.5027,-117.00371,https://d1ralsognjng37.cloudfront.net/b1cb979f-d2fc-4dd1-97cc-fc3be587f0ad.jpeg
D volada cucapah ,americana,4.7,93,"Blv Cucapah, Jardin Dorado, Plaza Cucapah, 12, Tijuana, BC 22200",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/e77e62565dc9257b8fcfe015c7d79c98/f8403c421bef668ad381b5e82e546060.webp
CAFFENIO Jibarito,americana,4.6,85,"Maquiladoras 3507, Tijuana, LATAM 22607",32.5331954,-116.9122654,https://tb-static.uber.com/prod/image-proc/processed_images/53e1081edf917875dd0815be5486e778/7835428b286acb57646a256c897c0e9e.jpeg
Bajalas Alitas Al Carbon Tijuana,americana,4.4,28,"Plaza Del Rey , Local 10, Tijuana, BC 22194",31.6819,-116.5164,https://tb-static.uber.com/prod/image-proc/processed_images/ac4940fd89246b5be27eb7d3e8dccdb1/61e8d264e9409914f90881b13f54d0ac.jpeg
ChickNBow ,americana,4.6,340+,"Ave Paseo Del Rio , Tijuana, BC 7083",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/287a1db4184891ba2cf4a12b1cf31b21/a70f5c9df440d10213e93244e9eb7cad.jpeg
Pockets Billiards Wings  Beer  Zona Rio,americana,4.4,700+,"David Alfaro Siquieros 2631, Zona Urbana Rio Tijuana, Baja California 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/b64a0d64d805de0b487c7c7b39ff96c6/f8403c421bef668ad381b5e82e546060.jpeg
Clamatruck,botanas,4.5,74,"Avenida Del Pacífico 1165, Sección Monumental, Playas, Tijuana, LATAM 22504",32.5114965,-117.1230379,https://tb-static.uber.com/prod/image-proc/processed_images/e91b3d96beca1b01cfce5bae39a40608/61e8d264e9409914f90881b13f54d0ac.jpeg
Cinemex Loma Bonita,americana,4.7,220+,"Boulevard Agua Azul No. 7200 Loma Bonita, Tijuana, Baja California 22180",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1592bcf821bffc1df745bfe76c2e0818/7835428b286acb57646a256c897c0e9e.jpeg
MARISCOS NEPTUNO,americana,4.7,110+,"Avenida Ruta Independencia 415, Tijuana, LATAM 22215",31.9621,-116.2723,https://tb-static.uber.com/prod/image-proc/processed_images/4a44ecc80f6f5551d4209ade5eba1c77/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Francos Philly Cheesesteaks,americana,4.7,430+,"El Punto Foodtrucks, P.º Del Río 6642 - 0, Río Tijuana 3a. Etapa, Rio Tijuana 3ra Etapa, 22120 Tijuana, B.C., BC 22120",32.55668,-117.12865,https://tb-static.uber.com/prod/image-proc/processed_images/c27bd603f197aae635721cb1e9b2f03b/a70f5c9df440d10213e93244e9eb7cad.jpeg
Taquería los primos,mexicana,4.6,"1,500+","Sta. Anita 13583, Lopezlucio, Tijuana, B.C. 22190",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/7597c6e68d9b944d1604c333634e24fd/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Poke ZeroDENTRO DEL FOOD COURT PLAZA RIO,hawaiana,4.5,84,"Paseo De Los Héroes 9550 E17e Dentro Del Food Court Plaza Río , Tijuana, BC 22010",,,https://tb-static.uber.com/prod/image-proc/processed_images/6aa59a6cbc29a9d356bd1cf35d5d61c0/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Easy Pizza Altamira,italiana,4.3,24,"1672-1, Av París, Altamira, Centro, 22054 Tijuana, B.C., Mexico, Mx, ",31.9225,-116.2856,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
Dvolada yee,cafetería,4.5,"1,500+","De Las Ferias 12625, Hipodromo Dos, Local 8, Tijuana, Baja California 22195",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/c64411b3ecf0226760f07085906ca297/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Praga Café,desayuno,4.7,250+,"Av Revolución 1070, Zona Centro, Tijuana, 22000",32.532158,-117.0364359,https://tb-static.uber.com/prod/image-proc/processed_images/1b0891fa45fd87b982c6e5616c16e848/820883a48567670acbd720bc76391291.jpeg
Cypress Revolución,americana,4.6,"1,000+","Av. Revolución #1036, Tijuana, LATAM 22000",32.5246546,-117.0357658,https://tb-static.uber.com/prod/image-proc/processed_images/64461e9a144400ffc4768d9c6b0f56cf/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Saint Cocó Coffee Bar 3ra Etapa Rio,americana,4.4,80,"Calle Canadá 3a, Tijuana, BC 22226",31.8856,-116.4323,https://tb-static.uber.com/prod/image-proc/processed_images/17b99a96963c80017ccb002634bc4ceb/61e8d264e9409914f90881b13f54d0ac.jpeg
Rayzan Tijuana,asiática,4.4,220+,"Avenida Constitución 636, Tijuana, BC 22000",32.5383645,-117.0390139,https://tb-static.uber.com/prod/image-proc/processed_images/337cf59ad0f32815222f31b957c28294/891233042e9ada9873fc6d9c4e835eac.jpeg
Comida China familiar,asiática,4.7,700+,"Carretera  Tijuana Rosarito Plaza Las Alondras, Local 10, LATAM 22664",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/a2da4e6178b61c74c5fdc88e37323c49/f7e27f77a1abfdaa9fab9b4ae7dab7cb.webp
Applebees Macroplaza,americana,4.5,500+,"Av De Los Insurgentes 18015, Rio Tijuana 3ra Etapa, Baja California 22217",32.5192305,-116.9899914,https://tb-static.uber.com/prod/image-proc/processed_images/7a4fc126b765a7a95c9c8b6e536ec197/9b3aae4cf90f897799a5ed357d60e09d.jpeg
TjShrimp Playas,mexicana,4.6,56,"Avenida Parque Azteca Norte 744, Tijuana, BC 22500",32.5227588,-117.109403,https://tb-static.uber.com/prod/image-proc/processed_images/e83ff7ba74d8f4c7e09a95b476a19ea3/69ad85cd7b39888042b3bbf1c22d630d.webp
Easy Pizza Libertad,italiana,4.6,32,"Blvd. José María Pino Suárez Sn, Tijuana, LATAM 22300",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/649a6752b826c40fd65ac4939c820fd2/7835428b286acb57646a256c897c0e9e.jpeg
Cevicheria Aguacaliente,americana,4.3,"1,000+","Boulevard Agua Caliente 221, Tijuana, BC 22024",32.509731,-116.9951051,https://tb-static.uber.com/prod/image-proc/processed_images/06899101c9f4d24266b30887a5a7373e/7835428b286acb57646a256c897c0e9e.jpeg
Alta Fibra,panadería,5.0,11,"Boulevard Agua Caliente 1500, Tijuana, BC 22044",32.5175989,-117.015385,https://tb-static.uber.com/prod/image-proc/processed_images/a3a63de616e096d8c2e94dc218fcb95f/7835428b286acb57646a256c897c0e9e.jpeg
TKRBN Otay Takarbon,mexicana,4.3,900+,"Blvd. Alberto Limón Padilla 2a, La Pechuga, Mesa De Otay, Tijuana, LATAM 22457",,,https://tb-static.uber.com/prod/image-proc/processed_images/33477566392c071ae7cf6fad3f985473/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La chuchuluqueria,americana,4.2,62,"Blvd Federico Benítez #15364 Int 416, Tijuana, LATAM 22114",32.0788,-116.2682,https://tb-static.uber.com/prod/image-proc/processed_images/c54661c2605f82a20813273ca477eaf3/61e8d264e9409914f90881b13f54d0ac.jpeg
Beverly Burgers  Otay Industrial ,americana,4.6,"1,500+","19058 Boulevard Industrial, 4, Tijuana, Baja California 22435",32.0499,-115.9773,https://d1ralsognjng37.cloudfront.net/22dea3d0-7b30-4140-88eb-5ed84cc71000.jpeg
MARISCOS FIESTA,desayuno,4.6,160+,"Boulevard Gustavo Díaz Ordaz 3265, Tijuana, BC 22116",32.4876096,-116.948393,https://tb-static.uber.com/prod/image-proc/processed_images/772a810632c20f76749cc316f672e8e8/9b3aae4cf90f897799a5ed357d60e09d.webp
Alas Wings,alitas,4.3,500+,"1449 Licenciado Jose Lopez Portillo Poniente, Tijuana, Baja California 22436",32.5402146,-116.9306424,https://tb-static.uber.com/prod/image-proc/processed_images/d72f7785f23cb1e1179f968d12b3899a/f8403c421bef668ad381b5e82e546060.jpeg
Pasteleria Esperanza Tijuana Santa Fe,repostería,4.8,460+,"Santa Fe Primera Sección, Tijuana, BC 22667",32.344,-116.7105,https://tb-static.uber.com/prod/image-proc/processed_images/f0508c157f75dc3a44834d4e1bf1a841/7835428b286acb57646a256c897c0e9e.jpeg
Baja Terra,ambiente familiar,3.9,150+,"Blvd. Agua Caliente 11999, Tijuana, B.C. 22024",32.509731,-116.9951051,https://tb-static.uber.com/prod/image-proc/processed_images/7fecf7c800fbbe81ade3f2d083ffff4f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Laihoos Macroplaza,mexicana,4.6,250+,"Av De Los Insurgentes 18015, Rio Tijuana 3ra Etapa, Baja California 22226",32.4788379,-117.0167763,https://tb-static.uber.com/prod/image-proc/processed_images/72157848e6b98e53bdec831f3571bf8a/69ad85cd7b39888042b3bbf1c22d630d.jpeg
El Pollo Asil Agua Caliente,americana,3.6,270+,"Blvd. Agua Caliente 1700, Tijuana, LATAM 22040",32.521849,-117.0239286,https://tb-static.uber.com/prod/image-proc/processed_images/508704b8779759b3c551bc6d555e84e6/a70f5c9df440d10213e93244e9eb7cad.jpeg
Tortas Titi,mexicana,4.9,22,"Avenida De Las Ferias 12571, Tijuana, BC 22195",32.5005776,-117.0020203,https://tb-static.uber.com/prod/image-proc/processed_images/28dd3792231505e36920abb35ab995f4/7835428b286acb57646a256c897c0e9e.jpeg
lucky city,asiática,4.6,600+,"Boulevard Cuauhtémoc Sur Poniente 105, Tijuana, BC 22640",32.5236166,-117.0209938,https://tb-static.uber.com/prod/image-proc/processed_images/f23156631620cb8fdf1c0087b4ad8e0f/9b3aae4cf90f897799a5ed357d60e09d.webp
El Pollo Asil Teran,americana,4.3,150+,"Las Torres 22203, Tijuana, LATAM 22206",32.4853,-116.8792,https://tb-static.uber.com/prod/image-proc/processed_images/508704b8779759b3c551bc6d555e84e6/a70f5c9df440d10213e93244e9eb7cad.jpeg
LOTUS Coffee House Deli  Restaurant,comida rápida,4.7,24,"Carretera Libre Rosarito-Tijuana 22706, 2, Playas De Rosarito, LATAM 22710",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/fe3dfa2cd459b28351d93985ab1feb34/f8403c421bef668ad381b5e82e546060.webp
Lucky Bones  Landmark Tijuana,repostería,4.5,360+,"Calette, Tijuana, BC 22044",32.5155797,-117.0161809,https://tb-static.uber.com/prod/image-proc/processed_images/82537ec61f01297db6c974f49d863b64/f8403c421bef668ad381b5e82e546060.jpeg
Asian Wok Box Peninsula,asiática,4.5,58,"Vía Rápida Ote. 15000, Tijuana, LATAM 22150",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/f4876ce3570b3ad4f2487bf1bcae19c4/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Sushi time ,japonesa,4.5,170+,"Avenida Revolución 863, Tijuana, BC 22000",32.5246546,-117.0357658,https://tb-static.uber.com/prod/image-proc/processed_images/bbc2f55e9d72e40e02ecb9a0e4b96714/69ad85cd7b39888042b3bbf1c22d630d.webp
Baja Bbq Pit Otay,americana,4.5,100+,"Avenida De Los Insurgentes 1912, Tijuana, LATAM 22414",32.5190799,-116.9845992,https://tb-static.uber.com/prod/image-proc/processed_images/45bb815489ed6dc20204fb5a02e0a5df/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Pollo Feliz Altamira,americana,4.1,59,"Av. Londres 1682, Tijuana, LATAM 22054",32.5193302,-117.055897,https://tb-static.uber.com/prod/image-proc/processed_images/2e0c287c2c6f418c1f6c4d960acd2519/f8403c421bef668ad381b5e82e546060.webp
Genos Pizza And Wings,italiana,4.9,69,"Calle Archipiélagos 37, Tijuana, LATAM 22544",32.4966541,-117.1032044,https://tb-static.uber.com/prod/image-proc/processed_images/b8c0653605b3eb797add49b8b19077d6/69ad85cd7b39888042b3bbf1c22d630d.webp
Hanzo Sushi  Go Otay,japonesa,4.2,88,"Instituto Politécnico Nacional, Garita De Otay, Tijuana, B.C., México, B.C. , BC 22430",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/3a2851aff8a4e55b323959badd32ed17/a70f5c9df440d10213e93244e9eb7cad.jpeg
Orígenes Café Oaxaqueño,americana,4.9,150+,"Dr. Atl 2280 , Torre Península, Tijuana, BC 22020",32.524146,-117.014746,https://tb-static.uber.com/prod/image-proc/processed_images/acb9166bb552bfd4e71194c370d213c0/820883a48567670acbd720bc76391291.jpeg
McCarthys Irish Pub WingsBurgers  Alameda Otay Town Center,americana,4.3,430+,"Rampa Aeropuerto #16000, La Pechuga Otay, Tijuana, BC 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/5827a05ef1675017c22e84b5a8f0278b/9b3aae4cf90f897799a5ed357d60e09d.jpeg
ENCHINGA BURGER,americana,4.6,700+,"Avenida Río Tijuana 2562, BC 22015",31.7007,-116.3597,https://tb-static.uber.com/prod/image-proc/processed_images/6c788b5b1f41598957df2325116c440d/a70f5c9df440d10213e93244e9eb7cad.jpeg
Downtown Food court  bar,mexicana,4.4,130+,"Avenida Revolución 863, Tijuana, LATAM 22000",32.5246546,-117.0357658,https://tb-static.uber.com/prod/image-proc/processed_images/b55f6685cf1ba931080be420840602eb/69ad85cd7b39888042b3bbf1c22d630d.webp
Pho Royal Tijuana,asiática,4.5,18,"Avenida Francisco L. Madero Número 2088,Zona Centro Tijuana 22000                                                                                                                                                                                                                  000, ",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/82c715f9b33165efad34d1a3f4875cda/f8403c421bef668ad381b5e82e546060.webp
Rey Del Pollo Santa Fe,mexicana,4.2,140+,"Ave. Oriente 10350, 8, Tijuana, BC 22666",32.4425,-117.0342,https://tb-static.uber.com/prod/image-proc/processed_images/c618bb4fd716379b0d603d91dace150f/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Pollo Feliz Francisco Villa,americana,4.4,160+,"Av Abraham González 3175, Tijuana, LATAM 22615",32.5164629,-117.0584528,https://tb-static.uber.com/prod/image-proc/processed_images/85020c25a7eeecfa2b35c4f5831284c8/820883a48567670acbd720bc76391291.jpeg
Burger King Terminal Tijuana,americana,4.7,54,"Av. Lázaro Cárdenas 15751, Col. Chapultec Alamar, Tijuana, LATAM 22110",32.4819445,-116.9343127,https://tb-static.uber.com/prod/image-proc/processed_images/bd3cd3553ef84bbdf3fece6afb1efcef/63d18745892c100be9e4ef3c560c9204.jpeg
Rocky Rockets Pizza,italiana,4.7,59,"Blvd. Insurgentes #19382, Libramiento, 22225 Tijuana, B.C., Colorado Hill Plaza, BC 22225",43.14322,-2.96204,https://tb-static.uber.com/prod/image-proc/processed_images/44248ba9b352df3ba3d87a813c936524/891233042e9ada9873fc6d9c4e835eac.jpeg
Selfie Coffee  Bar,americana,4.9,27,"Calle 11 9125 Zona Centro , Tijuana, BC 22000",32.5040852,-116.8738191,https://tb-static.uber.com/prod/image-proc/processed_images/f3f54f02db27d385bccc0d4afb1a962d/9b3aae4cf90f897799a5ed357d60e09d.webp
Subway Gato Bronco,americana,4.2,21,"5301 Boulevard Manuel J. Clouthier, Tijuana, LATAM 22214",32.1895,-115.9708,https://tb-static.uber.com/prod/image-proc/processed_images/0aec7a0b95c96b9c049b64912d0ad45e/7835428b286acb57646a256c897c0e9e.jpeg
Pollo Feliz Libertad,americana,4.6,190+,"Av. Aquiles Serdan  855 Local B Colonia Libertad, Tijuana, BC 22625",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1a85762378594d7d88c46deb0742f2a0/820883a48567670acbd720bc76391291.jpeg
Sally Beauty Macroplaza Insurgentes,cuidado personal,4.7,130+,"Boulevard Insurgentes 18015 Col. Rio Tijuana 3ra Etapa Tijuana, Baja California México C.P. 22226, Local M4, ",46.17496,18.95639,https://tb-static.uber.com/prod/image-proc/processed_images/08f456021d51d858c0d6c8d004ad2e7b/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
La Postal El Mirador Sushi y Teriyaki,japonesa,4.5,800+,"Boulevard Del Mirador 492, Tijuana, BC 22520",32.2389,-116.7607,https://tb-static.uber.com/prod/image-proc/processed_images/0c14c3a5df0ae3cd363e50adc700ccd1/a70f5c9df440d10213e93244e9eb7cad.jpeg
SusheaT roll centro,japonesa,4.6,380+,"Av 20 De Noviembre 3650 Colonia Hidalgo , Tijuana, BC 22056",32.5098172,-117.0450755,https://tb-static.uber.com/prod/image-proc/processed_images/1e751f5d2848ec1e6d811c425b08fe39/9b3aae4cf90f897799a5ed357d60e09d.jpeg
